pitchOutcome,Vel,PXNorm,PZNorm,x,y,pitchType,count,outs,inn,batterHand,pitcherHand,batter,pitcher,battingTeam,pitchingTeam,pitchOutcome,Vel,PXNorm,PZNorm,pitchType,count
S,62.0,-0.0519976985645425,1.29172259638335,0.0519976985645425,1.29172259638335,Riseball,0-0,0,Bot 2,L,R,Yamamoto,Adams,HAW,UCSD,S,62.0,-0.0519976985645425,1.29172259638335,Riseball,0-0
S,60.0,-0.890889311045584,0.148988958562518,0.890889311045584,0.148988958562518,Screwball,0-1,0,Bot 2,L,R,Yamamoto,Adams,HAW,UCSD,S,60.0,-0.890889311045584,0.148988958562518,Screwball,0-1
Ball,63.0,0.431840901065981,1.45257941576175,-0.431840901065981,1.45257941576175,Riseball,0-2,0,Bot 2,L,R,Yamamoto,Adams,HAW,UCSD,Ball,63.0,0.431840901065981,1.45257941576175,Riseball,0-2
Ball,62.0,-1.56589576231053,0.255290855557095,1.56589576231053,0.255290855557095,Riseball,1-2,0,Bot 2,L,R,Yamamoto,Adams,HAW,UCSD,Ball,62.0,-1.56589576231053,0.255290855557095,Riseball,1-2
S,60.0,-0.601710216355571,0.347387397962582,0.601710216355571,0.347387397962582,Fastball,2-2,0,Bot 2,L,R,Yamamoto,Adams,HAW,UCSD,S,60.0,-0.601710216355571,0.347387397962582,Fastball,2-2
S,51.3,-0.796356694511616,0.0509327151445577,0.796356694511616,0.0509327151445577,Changeup,2-2,0,Bot 2,L,R,Yamamoto,Adams,HAW,UCSD,S,51.3,-0.796356694511616,0.0509327151445577,Changeup,2-2
B,59.0,-0.0111231366646421,-0.418793191622644,0.0111231366646421,-0.418793191622644,Curveball,0-0,1,Bot 2,R,R,Borges,Adams,HAW,UCSD,B,59.0,-0.0111231366646421,-0.418793191622644,Curveball,0-0
S,50.0,-0.685665277268973,0.374919148242013,0.685665277268973,0.374919148242013,Changeup,0-0,2,Bot 2,L,R,Goshi,Adams,HAW,UCSD,S,50.0,-0.685665277268973,0.374919148242013,Changeup,0-0
S,60.0,-0.500384355826193,0.996114311731459,0.500384355826193,0.996114311731459,Screwball,0-1,2,Bot 2,L,R,Goshi,Adams,HAW,UCSD,S,60.0,-0.500384355826193,0.996114311731459,Screwball,0-1
B,61.0,-1.06630007124932,0.649575883596528,1.06630007124932,0.649575883596528,Riseball,0-2,2,Bot 2,L,R,Goshi,Adams,HAW,UCSD,B,61.0,-1.06630007124932,0.649575883596528,Riseball,0-2
Ball,50.0,-0.861102330674097,-1.54869265002904,0.861102330674097,-1.54869265002904,Changeup,0-0,0,Bot 3,L,R,Martinez,Adams,HAW,UCSD,Ball,50.0,-0.861102330674097,-1.54869265002904,Changeup,0-0
S,61.0,-0.581071074247526,0.0135366493844584,0.581071074247526,0.0135366493844584,Screwball,1-0,0,Bot 3,L,R,Martinez,Adams,HAW,UCSD,S,61.0,-0.581071074247526,0.0135366493844584,Screwball,1-0
Ball,51.0,-0.280550351552744,1.17890314781462,0.280550351552744,1.17890314781462,Changeup,1-1,0,Bot 3,L,R,Martinez,Adams,HAW,UCSD,Ball,51.0,-0.280550351552744,1.17890314781462,Changeup,1-1
Ball,58.0,-1.20504112683893,-1.78450467212357,1.20504112683893,-1.78450467212357,Dropball,2-1,0,Bot 3,L,R,Martinez,Adams,HAW,UCSD,Ball,58.0,-1.20504112683893,-1.78450467212357,Dropball,2-1
Ball,62.0,-0.886152066818812,0.405023687877723,0.886152066818812,0.405023687877723,Riseball,3-1,0,Bot 3,L,R,Martinez,Adams,HAW,UCSD,Ball,62.0,-0.886152066818812,0.405023687877723,Riseball,3-1
B,59.0,-0.16168019565285,0.737582032276966,0.16168019565285,0.737582032276966,Curveball,0-0,0,Bot 3,R,R,Murakami,Adams,HAW,UCSD,B,59.0,-0.16168019565285,0.737582032276966,Curveball,0-0
Ball,61.0,1.12225973452368,1.39765848204041,-1.12225973452368,1.39765848204041,Riseball,0-0,1,Bot 3,R,R,Ah Yat,Adams,HAW,UCSD,Ball,61.0,1.12225973452368,1.39765848204041,Riseball,0-0
S,62.0,-0.457465877112671,0.254531236030755,0.457465877112671,0.254531236030755,Screwball,1-0,1,Bot 3,R,R,Ah Yat,Adams,HAW,UCSD,S,62.0,-0.457465877112671,0.254531236030755,Screwball,1-0
B,61.0,0.136923023296872,-0.065857121109367,-0.136923023296872,-0.065857121109367,Curveball,1-1,1,Bot 3,R,R,Ah Yat,Adams,HAW,UCSD,B,61.0,0.136923023296872,-0.065857121109367,Curveball,1-1
S,63.0,-0.0016601784479242,0.822553646637696,0.0016601784479242,0.822553646637696,Curveball,0-0,1,Bot 3,R,R,McGaughey,Adams,HAW,UCSD,S,63.0,-0.0016601784479242,0.822553646637696,Curveball,0-0
S,60.0,-0.592885875718295,0.309489583983436,0.592885875718295,0.309489583983436,Fastball,0-1,1,Bot 3,R,R,McGaughey,Adams,HAW,UCSD,S,60.0,-0.592885875718295,0.309489583983436,Fastball,0-1
B,63.0,0.588976821805054,0.460909427974494,-0.588976821805054,0.460909427974494,Curveball,0-2,1,Bot 3,R,R,McGaughey,Adams,HAW,UCSD,B,63.0,0.588976821805054,0.460909427974494,Curveball,0-2
Ball,62.0,0.855376024876242,1.31246756862571,-0.855376024876242,1.31246756862571,Riseball,0-0,2,Bot 3,R,R,Thomas,Adams,HAW,UCSD,Ball,62.0,0.855376024876242,1.31246756862571,Riseball,0-0
Ball,57.0,-0.974454628411555,0.521862520168235,0.974454628411555,0.521862520168235,Changeup,1-0,2,Bot 3,R,R,Thomas,Adams,HAW,UCSD,Ball,57.0,-0.974454628411555,0.521862520168235,Changeup,1-0
Ball,62.0,1.46909406098236,0.735062174503774,-1.46909406098236,0.735062174503774,Curveball,2-0,2,Bot 3,R,R,Thomas,Adams,HAW,UCSD,Ball,62.0,1.46909406098236,0.735062174503774,Curveball,2-0
SL,60.0,0.592917466386076,-0.158216748025208,-0.592917466386076,-0.158216748025208,Curveball,3-0,2,Bot 3,R,R,Thomas,Adams,HAW,UCSD,SL,60.0,0.592917466386076,-0.158216748025208,Curveball,3-0
S,60.0,0.23971532045838,-1.1073656457314,-0.23971532045838,-1.1073656457314,Dropball,3-1,2,Bot 3,R,R,Thomas,Adams,HAW,UCSD,S,60.0,0.23971532045838,-1.1073656457314,Dropball,3-1
SL,61.0,0.755935370191504,-0.488067949460393,-0.755935370191504,-0.488067949460393,Curveball,3-2,2,Bot 3,R,R,Thomas,Adams,HAW,UCSD,SL,61.0,0.755935370191504,-0.488067949460393,Curveball,3-2
Ball,60.0,0.887888625801146,1.37162820167655,-0.887888625801146,1.37162820167655,Riseball,0-0,0,Bot 4,L,R,Cinzori,Adams,HAW,UCSD,Ball,60.0,0.887888625801146,1.37162820167655,Riseball,0-0
B,51.0,-0.696279423154573,0.111629700802962,0.696279423154573,0.111629700802962,Changeup,1-0,0,Bot 4,L,R,Cinzori,Adams,HAW,UCSD,B,51.0,-0.696279423154573,0.111629700802962,Changeup,1-0
SL,59.0,-0.835837131748925,0.346018992768281,0.835837131748925,0.346018992768281,Screwball,0-0,1,Bot 4,L,R,Yamamoto,Adams,HAW,UCSD,SL,59.0,-0.835837131748925,0.346018992768281,Screwball,0-0
Ball,57.0,-1.24036944536797,0.889338996456494,1.24036944536797,0.889338996456494,Changeup,0-1,1,Bot 4,L,R,Yamamoto,Adams,HAW,UCSD,Ball,57.0,-1.24036944536797,0.889338996456494,Changeup,0-1
Ball,57.0,-1.17245065852989,0.0309733351755126,1.17245065852989,0.0309733351755126,Changeup,1-1,1,Bot 4,L,R,Yamamoto,Adams,HAW,UCSD,Ball,57.0,-1.17245065852989,0.0309733351755126,Changeup,1-1
B,61.0,-1.06049432869179,-0.573631141087175,1.06049432869179,-0.573631141087175,Dropball,2-1,1,Bot 4,L,R,Yamamoto,Adams,HAW,UCSD,B,61.0,-1.06049432869179,-0.573631141087175,Dropball,2-1
Ball,61.0,1.52092774516944,0.658590422917824,-1.52092774516944,0.658590422917824,Curveball,0-0,1,Bot 4,R,R,Borges,Adams,HAW,UCSD,Ball,61.0,1.52092774516944,0.658590422917824,Curveball,0-0
B,60.0,-0.0285963041088973,-0.0746373544999347,0.0285963041088973,-0.0746373544999347,Curveball,1-0,1,Bot 4,R,R,Borges,Adams,HAW,UCSD,B,60.0,-0.0285963041088973,-0.0746373544999347,Curveball,1-0
S,51.0,-1.09646605474491,-0.76004718286278,1.09646605474491,-0.76004718286278,Changeup,0-0,1,Bot 4,L,R,Goshi,Adams,HAW,UCSD,S,51.0,-1.09646605474491,-0.76004718286278,Changeup,0-0
B,51.0,-1.19864051885551,0.112112585912576,1.19864051885551,0.112112585912576,Changeup,0-1,1,Bot 4,L,R,Goshi,Adams,HAW,UCSD,B,51.0,-1.19864051885551,0.112112585912576,Changeup,0-1
Ball,60.8,0.829567925893644,1.35232884814707,-0.829567925893644,1.35232884814707,Riseball,0-0,1,Bot 4,L,R,Martinez,Adams,HAW,UCSD,Ball,60.8,0.829567925893644,1.35232884814707,Riseball,0-0
S,60.0,-1.08181397509352,0.622572185274715,1.08181397509352,0.622572185274715,Screwball,1-0,1,Bot 4,L,R,Martinez,Adams,HAW,UCSD,S,60.0,-1.08181397509352,0.622572185274715,Screwball,1-0
Ball,52.0,-0.0454055529828727,-1.47338795150679,0.0454055529828727,-1.47338795150679,Changeup,1-1,1,Bot 4,L,R,Martinez,Adams,HAW,UCSD,Ball,52.0,-0.0454055529828727,-1.47338795150679,Changeup,1-1
S,61.0,-0.655713327090471,0.451338099661512,0.655713327090471,0.451338099661512,Screwball,2-1,1,Bot 4,L,R,Martinez,Adams,HAW,UCSD,S,61.0,-0.655713327090471,0.451338099661512,Screwball,2-1
S,62.0,-0.590245695900219,-0.0232670425434551,0.590245695900219,-0.0232670425434551,Fastball,2-2,1,Bot 4,L,R,Martinez,Adams,HAW,UCSD,S,62.0,-0.590245695900219,-0.0232670425434551,Fastball,2-2
Ball,62.0,-1.11150565769355,-1.57116564077912,1.11150565769355,-1.57116564077912,Dropball,2-2,1,Bot 4,L,R,Martinez,Adams,HAW,UCSD,Ball,62.0,-1.11150565769355,-1.57116564077912,Dropball,2-2
Ball,62.0,-0.227711123353978,-1.68646171151142,0.227711123353978,-1.68646171151142,Dropball,3-2,1,Bot 4,L,R,Martinez,Adams,HAW,UCSD,Ball,62.0,-0.227711123353978,-1.68646171151142,Dropball,3-2
Ball,60.0,0.74586909957987,-1.47586045193646,-0.74586909957987,-1.47586045193646,Dropball,0-0,1,Bot 4,R,R,Murakami,Adams,HAW,UCSD,Ball,60.0,0.74586909957987,-1.47586045193646,Dropball,0-0
SL,62.0,0.557489637153749,0.0071287256682816,-0.557489637153749,0.0071287256682816,Curveball,1-0,1,Bot 4,R,R,Murakami,Adams,HAW,UCSD,SL,62.0,0.557489637153749,0.0071287256682816,Curveball,1-0
S,60.0,-0.16248088500817,1.19673116437458,0.16248088500817,1.19673116437458,Riseball,1-1,1,Bot 4,R,R,Murakami,Adams,HAW,UCSD,S,60.0,-0.16248088500817,1.19673116437458,Riseball,1-1
Ball,61.0,-0.270550727723138,-1.55894272069252,0.270550727723138,-1.55894272069252,Dropball,1-2,1,Bot 4,R,R,Murakami,Adams,HAW,UCSD,Ball,61.0,-0.270550727723138,-1.55894272069252,Dropball,1-2
B,62.0,0.564914478068462,0.0893045093844261,-0.564914478068462,0.0893045093844261,Curveball,2-2,1,Bot 4,R,R,Murakami,Adams,HAW,UCSD,B,62.0,0.564914478068462,0.0893045093844261,Curveball,2-2
SL,62.4,0.501507064659717,0.0895016812633499,-0.501507064659717,0.0895016812633499,Curveball,0-0,1,Bot 4,R,R,Ah Yat,Adams,HAW,UCSD,SL,62.4,0.501507064659717,0.0895016812633499,Curveball,0-0
S,59.0,-1.13006304921592,0.108716692401988,1.13006304921592,0.108716692401988,Screwball,0-1,1,Bot 4,R,R,Ah Yat,Adams,HAW,UCSD,S,59.0,-1.13006304921592,0.108716692401988,Screwball,0-1
SL,58.0,0.72769933503424,0.308032253707571,-0.72769933503424,0.308032253707571,Curveball,0-2,1,Bot 4,R,R,Ah Yat,Adams,HAW,UCSD,SL,58.0,0.72769933503424,0.308032253707571,Curveball,0-2
S,60.0,0.74905044129727,0.340244682045378,-0.74905044129727,0.340244682045378,Curveball,0-0,2,Bot 4,R,R,McGaughey,Adams,HAW,UCSD,S,60.0,0.74905044129727,0.340244682045378,Curveball,0-0
Ball,61.0,1.11807375948802,1.4004789222238,-1.11807375948802,1.4004789222238,Riseball,0-1,2,Bot 4,R,R,McGaughey,Adams,HAW,UCSD,Ball,61.0,1.11807375948802,1.4004789222238,Riseball,0-1
Ball,53.0,-0.932166787465063,-0.647183116336799,0.932166787465063,-0.647183116336799,Changeup,1-1,2,Bot 4,R,R,McGaughey,Adams,HAW,UCSD,Ball,53.0,-0.932166787465063,-0.647183116336799,Changeup,1-1
Ball,61.0,1.59913706581308,-0.590908955803186,-1.59913706581308,-0.590908955803186,Curveball,2-1,2,Bot 4,R,R,McGaughey,Adams,HAW,UCSD,Ball,61.0,1.59913706581308,-0.590908955803186,Curveball,2-1
Ball,61.0,-0.241736464169017,1.01619062265395,0.241736464169017,1.01619062265395,Riseball,3-1,2,Bot 4,R,R,McGaughey,Adams,HAW,UCSD,Ball,61.0,-0.241736464169017,1.01619062265395,Riseball,3-1
B,60.0,0.0342600372767505,-0.571350138659396,-0.0342600372767505,-0.571350138659396,Curveball,0-0,2,Bot 4,R,R,Thomas,Adams,HAW,UCSD,B,60.0,0.0342600372767505,-0.571350138659396,Curveball,0-0
S,65.0,-0.182115464938924,0.024021065967217,0.182115464938924,0.024021065967217,Curveball,0-0,0,Bot 5,L,R,Cinzori,Christian,HAW,UCSD,S,65.0,-0.182115464938924,0.024021065967217,Curveball,0-0
S,66.0,-0.683641928127101,0.379313870297584,0.683641928127101,0.379313870297584,Riseball,0-1,0,Bot 5,L,R,Cinzori,Christian,HAW,UCSD,S,66.0,-0.683641928127101,0.379313870297584,Riseball,0-1
Ball,65.0,-0.795156399228029,1.12243876601342,0.795156399228029,1.12243876601342,Riseball,0-2,0,Bot 5,L,R,Cinzori,Christian,HAW,UCSD,Ball,65.0,-0.795156399228029,1.12243876601342,Riseball,0-2
Ball,65.0,-0.35321714697804,1.10608429653302,0.35321714697804,1.10608429653302,Fastball,1-2,0,Bot 5,L,R,Cinzori,Christian,HAW,UCSD,Ball,65.0,-0.35321714697804,1.10608429653302,Fastball,1-2
Ball,65.0,1.06986170211085,1.29219508550966,-1.06986170211085,1.29219508550966,Riseball,2-2,0,Bot 5,L,R,Cinzori,Christian,HAW,UCSD,Ball,65.0,1.06986170211085,1.29219508550966,Riseball,2-2
S,67.0,-0.363329638057105,1.12988003965383,0.363329638057105,1.12988003965383,Riseball,3-2,0,Bot 5,L,R,Cinzori,Christian,HAW,UCSD,S,67.0,-0.363329638057105,1.12988003965383,Riseball,3-2
B,67.0,-1.07739078106024,-0.204037693352445,1.07739078106024,-0.204037693352445,Dropball,3-2,0,Bot 5,L,R,Cinzori,Christian,HAW,UCSD,B,67.0,-1.07739078106024,-0.204037693352445,Dropball,3-2
S,68.0,-1.89762488290339,-0.828593582303292,1.89762488290339,-0.828593582303292,Dropball,0-0,0,Bot 5,L,R,Yamamoto,Christian,HAW,UCSD,S,68.0,-1.89762488290339,-0.828593582303292,Dropball,0-0
B,54.0,-0.747078330814498,-0.0731698754365521,0.747078330814498,-0.0731698754365521,Changeup,0-1,0,Bot 5,L,R,Yamamoto,Christian,HAW,UCSD,B,54.0,-0.747078330814498,-0.0731698754365521,Changeup,0-1
SL,67.0,-0.0185078851317657,0.410392294730216,0.0185078851317657,0.410392294730216,Curveball,0-0,1,Bot 5,R,R,Borges,Christian,HAW,UCSD,SL,67.0,-0.0185078851317657,0.410392294730216,Curveball,0-0
S,67.0,0.573104548990763,0.845496210584238,-0.573104548990763,0.845496210584238,Curveball,0-1,1,Bot 5,R,R,Borges,Christian,HAW,UCSD,S,67.0,0.573104548990763,0.845496210584238,Curveball,0-1
Ball,65.0,-0.910297475529331,-1.20695245434122,0.910297475529331,-1.20695245434122,Dropball,0-2,1,Bot 5,R,R,Borges,Christian,HAW,UCSD,Ball,65.0,-0.910297475529331,-1.20695245434122,Dropball,0-2
Ball,60.5,1.22760360547256,1.47145635065264,-1.22760360547256,1.47145635065264,Riseball,1-2,1,Bot 5,R,R,Borges,Christian,HAW,UCSD,Ball,60.5,1.22760360547256,1.47145635065264,Riseball,1-2
Ball,67.0,0.472127287421169,1.08239698328616,-0.472127287421169,1.08239698328616,Riseball,2-2,1,Bot 5,R,R,Borges,Christian,HAW,UCSD,Ball,67.0,0.472127287421169,1.08239698328616,Riseball,2-2
Ball,66.0,1.64855380076487,1.18934194802031,-1.64855380076487,1.18934194802031,Riseball,3-2,1,Bot 5,R,R,Borges,Christian,HAW,UCSD,Ball,66.0,1.64855380076487,1.18934194802031,Riseball,3-2
Ball,67.0,-1.36079468236045,-0.631257322228426,1.36079468236045,-0.631257322228426,Dropball,0-0,1,Bot 5,L,R,Goshi,Christian,HAW,UCSD,Ball,67.0,-1.36079468236045,-0.631257322228426,Dropball,0-0
B,67.0,-0.639400544623499,0.0835353456302074,0.639400544623499,0.0835353456302074,Screwball,1-0,1,Bot 5,L,R,Goshi,Christian,HAW,UCSD,B,67.0,-0.639400544623499,0.0835353456302074,Screwball,1-0
Ball,66.0,-1.40228010237944,-0.918487830779832,1.40228010237944,-0.918487830779832,Dropball,0-0,2,Bot 5,L,R,Martinez,Christian,HAW,UCSD,Ball,66.0,-1.40228010237944,-0.918487830779832,Dropball,0-0
Ball,66.0,0.980466759431604,1.4324993262434,-0.980466759431604,1.4324993262434,Riseball,1-0,2,Bot 5,L,R,Martinez,Christian,HAW,UCSD,Ball,66.0,0.980466759431604,1.4324993262434,Riseball,1-0
S,67.0,-0.72664947571053,0.449053676863711,0.72664947571053,0.449053676863711,Screwball,2-0,2,Bot 5,L,R,Martinez,Christian,HAW,UCSD,S,67.0,-0.72664947571053,0.449053676863711,Screwball,2-0
Ball,54.0,-0.778458966749064,-1.61423084670537,0.778458966749064,-1.61423084670537,Changeup,2-1,2,Bot 5,L,R,Martinez,Christian,HAW,UCSD,Ball,54.0,-0.778458966749064,-1.61423084670537,Changeup,2-1
S,67.0,-1.6644551265561,0.162894900682189,1.6644551265561,0.162894900682189,Screwball,3-1,2,Bot 5,L,R,Martinez,Christian,HAW,UCSD,S,67.0,-1.6644551265561,0.162894900682189,Screwball,3-1
B,66.0,-1.21749441169278,-0.37351287059012,1.21749441169278,-0.37351287059012,Dropball,3-2,2,Bot 5,L,R,Martinez,Christian,HAW,UCSD,B,66.0,-1.21749441169278,-0.37351287059012,Dropball,3-2
SL,66.0,-0.427713047826855,0.413159869411879,0.427713047826855,0.413159869411879,Screwball,0-0,2,Bot 5,R,R,Murakami,Christian,HAW,UCSD,SL,66.0,-0.427713047826855,0.413159869411879,Screwball,0-0
B,67.0,0.285832987871475,0.242283934465065,-0.285832987871475,0.242283934465065,Curveball,0-1,2,Bot 5,R,R,Murakami,Christian,HAW,UCSD,B,67.0,0.285832987871475,0.242283934465065,Curveball,0-1
Ball,64.0,0.554145286824957,1.3430454435908,-0.554145286824957,1.3430454435908,Riseball,0-0,0,Bot 6,R,R,Ah Yat,Christian,HAW,UCSD,Ball,64.0,0.554145286824957,1.3430454435908,Riseball,0-0
Ball,65.0,0.987609308568933,-0.930812497739482,-0.987609308568933,-0.930812497739482,Dropball,1-0,0,Bot 6,R,R,Ah Yat,Christian,HAW,UCSD,Ball,65.0,0.987609308568933,-0.930812497739482,Dropball,1-0
Ball,66.0,-1.53354998305003,-0.897971926216399,1.53354998305003,-0.897971926216399,Dropball,2-0,0,Bot 6,R,R,Ah Yat,Christian,HAW,UCSD,Ball,66.0,-1.53354998305003,-0.897971926216399,Dropball,2-0
Ball,66.0,-1.46333635449452,-0.812920849117558,1.46333635449452,-0.812920849117558,Dropball,3-0,0,Bot 6,R,R,Ah Yat,Christian,HAW,UCSD,Ball,66.0,-1.46333635449452,-0.812920849117558,Dropball,3-0
Ball,67.0,0.447015336886006,1.17916427119663,-0.447015336886006,1.17916427119663,Fastball,0-0,0,Bot 6,R,R,McGaughey,Christian,HAW,UCSD,Ball,67.0,0.447015336886006,1.17916427119663,Fastball,0-0
B,67.0,-0.0276900510273471,-0.0672671658656112,0.0276900510273471,-0.0672671658656112,Curveball,1-0,0,Bot 6,R,R,McGaughey,Christian,HAW,UCSD,B,67.0,-0.0276900510273471,-0.0672671658656112,Curveball,1-0
SL,66.0,0.0075472759631874,0.636132458824367,-0.0075472759631874,0.636132458824367,Curveball,0-0,0,Bot 6,R,R,Thomas,Christian,HAW,UCSD,SL,66.0,0.0075472759631874,0.636132458824367,Curveball,0-0
B,66.0,0.177061580904653,-0.046692120573554,-0.177061580904653,-0.046692120573554,Curveball,0-1,0,Bot 6,R,R,Thomas,Christian,HAW,UCSD,B,66.0,0.177061580904653,-0.046692120573554,Curveball,0-1
S,66.0,-1.03528577191306,0.195904227258554,1.03528577191306,0.195904227258554,Screwball,0-0,1,Bot 6,L,R,Cinzori,Christian,HAW,UCSD,S,66.0,-1.03528577191306,0.195904227258554,Screwball,0-0
Ball,67.0,-0.594180103630279,1.42775441488257,0.594180103630279,1.42775441488257,Riseball,0-1,1,Bot 6,L,R,Cinzori,Christian,HAW,UCSD,Ball,67.0,-0.594180103630279,1.42775441488257,Riseball,0-1
S,66.0,-2.10803684067387,-0.325250668819075,2.10803684067387,-0.325250668819075,Dropball,1-1,1,Bot 6,L,R,Cinzori,Christian,HAW,UCSD,S,66.0,-2.10803684067387,-0.325250668819075,Dropball,1-1
S,67.0,-1.36064601739184,-0.407429448207413,1.36064601739184,-0.407429448207413,Dropball,1-2,1,Bot 6,L,R,Cinzori,Christian,HAW,UCSD,S,67.0,-1.36064601739184,-0.407429448207413,Dropball,1-2
S,65.0,-1.26768315647677,0.685919890775024,1.26768315647677,0.685919890775024,Screwball,1-2,1,Bot 6,L,R,Cinzori,Christian,HAW,UCSD,S,65.0,-1.26768315647677,0.685919890775024,Screwball,1-2
B,67.0,-1.02301457359762,-0.383534655526789,1.02301457359762,-0.383534655526789,Dropball,1-2,1,Bot 6,L,R,Cinzori,Christian,HAW,UCSD,B,67.0,-1.02301457359762,-0.383534655526789,Dropball,1-2
Ball,61.5,1.06526287358263,-0.41025767093718,-1.06526287358263,-0.41025767093718,Curveball,0-0,2,Bot 6,L,R,Yamamoto,Christian,HAW,UCSD,Ball,61.5,1.06526287358263,-0.41025767093718,Curveball,0-0
S,67.0,-1.70790569842584,-0.476269988313465,1.70790569842584,-0.476269988313465,Dropball,1-0,2,Bot 6,L,R,Yamamoto,Christian,HAW,UCSD,S,67.0,-1.70790569842584,-0.476269988313465,Dropball,1-0
S,66.0,-0.821644398258422,0.0703570923214477,0.821644398258422,0.0703570923214477,Screwball,1-1,2,Bot 6,L,R,Yamamoto,Christian,HAW,UCSD,S,66.0,-0.821644398258422,0.0703570923214477,Screwball,1-1
Ball,65.0,0.0643411485529642,1.30730878020419,-0.0643411485529642,1.30730878020419,Riseball,1-2,2,Bot 6,L,R,Yamamoto,Christian,HAW,UCSD,Ball,65.0,0.0643411485529642,1.30730878020419,Riseball,1-2
S,66.0,-0.608528902601827,0.773455831957351,0.608528902601827,0.773455831957351,Riseball,2-2,2,Bot 6,L,R,Yamamoto,Christian,HAW,UCSD,S,66.0,-0.608528902601827,0.773455831957351,Riseball,2-2
S,66.0,-1.60915252730181,-0.0063438779284651,1.60915252730181,-0.0063438779284651,Screwball,2-2,2,Bot 6,L,R,Yamamoto,Christian,HAW,UCSD,S,66.0,-1.60915252730181,-0.0063438779284651,Screwball,2-2
B,67.0,-0.401122081022416,0.121076713898788,0.401122081022416,0.121076713898788,Fastball,2-2,2,Bot 6,L,R,Yamamoto,Christian,HAW,UCSD,B,67.0,-0.401122081022416,0.121076713898788,Fastball,2-2
Ball,62.2,-0.0705880702540151,1.09209058107533,0.0705880702540151,1.09209058107533,Riseball,0-0,0,Bot 1,L,R,Severns,Adams,CBU,UCSD,Ball,62.2,-0.0705880702540151,1.09209058107533,Riseball,0-0
SL,61.2,-0.923855076300054,-0.345823750698126,0.923855076300054,-0.345823750698126,Screwball,1-0,0,Bot 1,L,R,Severns,Adams,CBU,UCSD,SL,61.2,-0.923855076300054,-0.345823750698126,Screwball,1-0
B,62.0,-0.559429860970705,0.0520794030921862,0.559429860970705,0.0520794030921862,Screwball,1-1,0,Bot 1,L,R,Severns,Adams,CBU,UCSD,B,62.0,-0.559429860970705,0.0520794030921862,Screwball,1-1
SL,60.5,-1.11985355420866,0.285776757920769,1.11985355420866,0.285776757920769,Screwball,0-0,0,Bot 1,L,R,Estrada,Adams,CBU,UCSD,SL,60.5,-1.11985355420866,0.285776757920769,Screwball,0-0
Ball,60.4,-1.00951680076918,1.18382015234132,1.00951680076918,1.18382015234132,Riseball,0-1,0,Bot 1,L,R,Estrada,Adams,CBU,UCSD,Ball,60.4,-1.00951680076918,1.18382015234132,Riseball,0-1
S,61.7,-1.02373689810159,-0.0348316289705319,1.02373689810159,-0.0348316289705319,Screwball,1-1,0,Bot 1,L,R,Estrada,Adams,CBU,UCSD,S,61.7,-1.02373689810159,-0.0348316289705319,Screwball,1-1
S,61.9,-1.2204312954133,-0.0607632705341882,1.2204312954133,-0.0607632705341882,Screwball,1-2,0,Bot 1,L,R,Estrada,Adams,CBU,UCSD,S,61.9,-1.2204312954133,-0.0607632705341882,Screwball,1-2
S,61.6,-1.91702463768519,-0.174060646007446,1.91702463768519,-0.174060646007446,Screwball,1-2,0,Bot 1,L,R,Estrada,Adams,CBU,UCSD,S,61.6,-1.91702463768519,-0.174060646007446,Screwball,1-2
Ball,61.4,-1.70291203356808,-0.585445629925246,1.70291203356808,-0.585445629925246,Screwball,1-2,0,Bot 1,L,R,Estrada,Adams,CBU,UCSD,Ball,61.4,-1.70291203356808,-0.585445629925246,Screwball,1-2
B,61.0,-0.827715072316688,-0.0794695026840264,0.827715072316688,-0.0794695026840264,Screwball,2-2,0,Bot 1,L,R,Estrada,Adams,CBU,UCSD,B,61.0,-0.827715072316688,-0.0794695026840264,Screwball,2-2
Ball,62.2,1.31366407495403,-0.81335000768703,-1.31366407495403,-0.81335000768703,Curveball,0-0,1,Bot 1,R,R,Penberthy,Adams,CBU,UCSD,Ball,62.2,1.31366407495403,-0.81335000768703,Curveball,0-0
Ball,62.3,-0.43489481531047,1.07062199572918,0.43489481531047,1.07062199572918,Riseball,1-0,1,Bot 1,R,R,Penberthy,Adams,CBU,UCSD,Ball,62.3,-0.43489481531047,1.07062199572918,Riseball,1-0
B,62.1,-0.0125536172535219,-0.0176585949263791,0.0125536172535219,-0.0176585949263791,Curveball,2-0,1,Bot 1,R,R,Penberthy,Adams,CBU,UCSD,B,62.1,-0.0125536172535219,-0.0176585949263791,Curveball,2-0
SL,61.1,0.0544468497432829,-0.165004282482456,-0.0544468497432829,-0.165004282482456,Curveball,0-0,2,Bot 1,R,R,Annett,Adams,CBU,UCSD,SL,61.1,0.0544468497432829,-0.165004282482456,Curveball,0-0
Ball,62.1,1.56833631713562,-0.532122341450764,-1.56833631713562,-0.532122341450764,Curveball,0-1,2,Bot 1,R,R,Annett,Adams,CBU,UCSD,Ball,62.1,1.56833631713562,-0.532122341450764,Curveball,0-1
SL,62.3,0.722834325385533,-0.18860442618261,-0.722834325385533,-0.18860442618261,Curveball,1-1,2,Bot 1,R,R,Annett,Adams,CBU,UCSD,SL,62.3,0.722834325385533,-0.18860442618261,Curveball,1-1
