pitchOutcome,Vel,PXNorm,PZNorm,x,y,pitchType,count,outs,inn,batterHand,pitcherHand,batter,pitcher,battingTeam,pitchingTeam,pitchOutcome,Vel,PXNorm,PZNorm,pitchType,count
SL,61.7,0.47158505468373,-0.613741722851627,-0.47158505468373,-0.613741722851627,Curveball,1-0,1,Bot 3,R,R,Sanchez,Adams,CSB,UCSD,SL,61.7,0.47158505468373,-0.613741722851627,Curveball,1-0
Ball,60.8,1.49841332859481,-0.637132608357442,-1.49841332859481,-0.637132608357442,Curveball,1-1,1,Bot 3,R,R,Sanchez,Adams,CSB,UCSD,Ball,60.8,1.49841332859481,-0.637132608357442,Curveball,1-1
Ball,61.6,1.65097923255582,0.556494559804831,-1.65097923255582,0.556494559804831,Curveball,2-1,1,Bot 3,R,R,Sanchez,Adams,CSB,UCSD,Ball,61.6,1.65097923255582,0.556494559804831,Curveball,2-1
B,61.3,0.0196582175472002,-0.739524833935017,-0.0196582175472002,-0.739524833935017,Curveball,3-1,1,Bot 3,R,R,Sanchez,Adams,CSB,UCSD,B,61.3,0.0196582175472002,-0.739524833935017,Curveball,3-1
Ball,53.0,1.33104305685055,-0.947710248316201,-1.33104305685055,-0.947710248316201,Changeup,0-0,2,Bot 3,R,R,Cherry,Adams,CSB,UCSD,Ball,53.0,1.33104305685055,-0.947710248316201,Changeup,0-0
Ball,61.8,1.19069332586405,-0.700453769512949,-1.19069332586405,-0.700453769512949,Curveball,1-0,2,Bot 3,R,R,Cherry,Adams,CSB,UCSD,Ball,61.8,1.19069332586405,-0.700453769512949,Curveball,1-0
Ball,61.5,1.23345608350683,-0.984927683217502,-1.23345608350683,-0.984927683217502,Dropball,2-0,2,Bot 3,R,R,Cherry,Adams,CSB,UCSD,Ball,61.5,1.23345608350683,-0.984927683217502,Dropball,2-0
Ball,60.3,1.49238073187148,0.452772973383959,-1.49238073187148,0.452772973383959,Curveball,0-0,2,Bot 3,R,R,Munsey,Adams,CSB,UCSD,Ball,60.3,1.49238073187148,0.452772973383959,Curveball,0-0
Ball,60.8,1.57278788269097,0.888789713423481,-1.57278788269097,0.888789713423481,Curveball,1-0,2,Bot 3,R,R,Munsey,Adams,CSB,UCSD,Ball,60.8,1.57278788269097,0.888789713423481,Curveball,1-0
SL,52.4,0.563202106094128,-0.576073708346321,-0.563202106094128,-0.576073708346321,Changeup,2-0,2,Bot 3,R,R,Munsey,Adams,CSB,UCSD,SL,52.4,0.563202106094128,-0.576073708346321,Changeup,2-0
Ball,61.8,1.52561206366775,-0.662591787034496,-1.52561206366775,-0.662591787034496,Curveball,2-1,2,Bot 3,R,R,Munsey,Adams,CSB,UCSD,Ball,61.8,1.52561206366775,-0.662591787034496,Curveball,2-1
B,62.0,0.173807575758846,-0.713510003936762,-0.173807575758846,-0.713510003936762,Curveball,3-1,2,Bot 3,R,R,Munsey,Adams,CSB,UCSD,B,62.0,0.173807575758846,-0.713510003936762,Curveball,3-1
Ball,52.9,1.0074354429184,-0.586413037934871,-1.0074354429184,-0.586413037934871,Changeup,0-0,0,Bot 4,R,R,Molina,Adams,CSB,UCSD,Ball,52.9,1.0074354429184,-0.586413037934871,Changeup,0-0
SL,61.7,0.326711940787195,-0.623947006626236,-0.326711940787195,-0.623947006626236,Curveball,1-0,0,Bot 4,R,R,Molina,Adams,CSB,UCSD,SL,61.7,0.326711940787195,-0.623947006626236,Curveball,1-0
Ball,51.9,1.03265574042173,-1.24688353179811,-1.03265574042173,-1.24688353179811,Changeup,1-1,0,Bot 4,R,R,Molina,Adams,CSB,UCSD,Ball,51.9,1.03265574042173,-1.24688353179811,Changeup,1-1
B,61.8,-0.153152229082344,-0.691409570074399,0.153152229082344,-0.691409570074399,Dropball,2-1,0,Bot 4,R,R,Molina,Adams,CSB,UCSD,B,61.8,-0.153152229082344,-0.691409570074399,Dropball,2-1
SL,60.1,0.366934916373363,-0.559241186450847,-0.366934916373363,-0.559241186450847,Curveball,0-0,1,Bot 4,R,R,Steffany,Adams,CSB,UCSD,SL,60.1,0.366934916373363,-0.559241186450847,Curveball,0-0
B,61.8,0.0069242565872506,-0.724189968545382,-0.0069242565872506,-0.724189968545382,Dropball,0-1,1,Bot 4,R,R,Steffany,Adams,CSB,UCSD,B,61.8,0.0069242565872506,-0.724189968545382,Dropball,0-1
SL,61.9,-1.49326342573852,-0.666084645619539,1.49326342573852,-0.666084645619539,Screwball,0-0,1,Bot 4,L,R,Yahya,Adams,CSB,UCSD,SL,61.9,-1.49326342573852,-0.666084645619539,Screwball,0-0
Ball,60.4,-1.46857750425979,0.453862911611305,1.46857750425979,0.453862911611305,Screwball,0-1,1,Bot 4,L,R,Yahya,Adams,CSB,UCSD,Ball,60.4,-1.46857750425979,0.453862911611305,Screwball,0-1
Ball,60.5,-1.60326182458587,-0.916307555392808,1.60326182458587,-0.916307555392808,Screwball,1-1,1,Bot 4,L,R,Yahya,Adams,CSB,UCSD,Ball,60.5,-1.60326182458587,-0.916307555392808,Screwball,1-1
S,60.8,-1.09182693573943,-0.0167068330158069,1.09182693573943,-0.0167068330158069,Screwball,2-1,1,Bot 4,L,R,Yahya,Adams,CSB,UCSD,S,60.8,-1.09182693573943,-0.0167068330158069,Screwball,2-1
S,60.9,-1.31092265297745,-0.0153565569850269,1.31092265297745,-0.0153565569850269,Screwball,2-2,1,Bot 4,L,R,Yahya,Adams,CSB,UCSD,S,60.9,-1.31092265297745,-0.0153565569850269,Screwball,2-2
B,60.7,-1.53379325655932,-0.692894133678585,1.53379325655932,-0.692894133678585,Screwball,2-2,1,Bot 4,L,R,Yahya,Adams,CSB,UCSD,B,60.7,-1.53379325655932,-0.692894133678585,Screwball,2-2
SL,61.5,0.528835501300566,-0.591085814145127,-0.528835501300566,-0.591085814145127,Curveball,0-0,1,Bot 4,R,R,Castro,Adams,CSB,UCSD,SL,61.5,0.528835501300566,-0.591085814145127,Curveball,0-0
S,61.3,-0.847475390779667,0.142853071263794,0.847475390779667,0.142853071263794,Screwball,0-1,1,Bot 4,R,R,Castro,Adams,CSB,UCSD,S,61.3,-0.847475390779667,0.142853071263794,Screwball,0-1
Ball,61.9,1.64931952007612,-0.33888745888558,-1.64931952007612,-0.33888745888558,Curveball,0-2,1,Bot 4,R,R,Castro,Adams,CSB,UCSD,Ball,61.9,1.64931952007612,-0.33888745888558,Curveball,0-2
Ball,62.4,1.60190860410246,-0.749908424164316,-1.60190860410246,-0.749908424164316,Curveball,1-2,1,Bot 4,R,R,Castro,Adams,CSB,UCSD,Ball,62.4,1.60190860410246,-0.749908424164316,Curveball,1-2
S,60.6,0.534734307152833,-0.937201338878772,-0.534734307152833,-0.937201338878772,Dropball,2-2,1,Bot 4,R,R,Castro,Adams,CSB,UCSD,S,60.6,0.534734307152833,-0.937201338878772,Dropball,2-2
SL,61.6,0.544987045461878,-0.545381060872527,-0.544987045461878,-0.545381060872527,Curveball,0-0,2,Bot 4,R,R,Molina-Villareal,Adams,CSB,UCSD,SL,61.6,0.544987045461878,-0.545381060872527,Curveball,0-0
Ball,60.5,1.51399807097028,-0.501980130876103,-1.51399807097028,-0.501980130876103,Curveball,0-1,2,Bot 4,R,R,Molina-Villareal,Adams,CSB,UCSD,Ball,60.5,1.51399807097028,-0.501980130876103,Curveball,0-1
S,59.3,-0.752123087296838,0.0422448736508682,0.752123087296838,0.0422448736508682,Fastball,1-1,2,Bot 4,R,R,Molina-Villareal,Adams,CSB,UCSD,S,59.3,-0.752123087296838,0.0422448736508682,Fastball,1-1
S,59.4,-0.667309557373725,0.0383512203886086,0.667309557373725,0.0383512203886086,Fastball,0-0,2,Bot 4,R,R,Johnson,Adams,CSB,UCSD,S,59.4,-0.667309557373725,0.0383512203886086,Fastball,0-0
Ball,61.0,1.56017533996908,-0.36362108664797,-1.56017533996908,-0.36362108664797,Curveball,0-1,2,Bot 4,R,R,Johnson,Adams,CSB,UCSD,Ball,61.0,1.56017533996908,-0.36362108664797,Curveball,0-1
B,61.4,0.0715615289600868,-0.617628389656374,-0.0715615289600868,-0.617628389656374,Curveball,1-1,2,Bot 4,R,R,Johnson,Adams,CSB,UCSD,B,61.4,0.0715615289600868,-0.617628389656374,Curveball,1-1
Ball,60.4,0.847046667003591,-1.45369875848242,-0.847046667003591,-1.45369875848242,Dropball,0-0,0,Bot 5,R,R,Sanchez,Adams,CSB,UCSD,Ball,60.4,0.847046667003591,-1.45369875848242,Dropball,0-0
S,60.9,-0.103929772265865,-0.419948730787261,0.103929772265865,-0.419948730787261,Dropball,1-0,0,Bot 5,R,R,Sanchez,Adams,CSB,UCSD,S,60.9,-0.103929772265865,-0.419948730787261,Dropball,1-0
B,60.9,-0.157379247354776,-0.728541149460765,0.157379247354776,-0.728541149460765,Dropball,1-1,0,Bot 5,R,R,Sanchez,Adams,CSB,UCSD,B,60.9,-0.157379247354776,-0.728541149460765,Dropball,1-1
Ball,51.1,1.12905708096318,-1.25819105796952,-1.12905708096318,-1.25819105796952,Changeup,0-0,0,Bot 5,R,R,Cherry,Adams,CSB,UCSD,Ball,51.1,1.12905708096318,-1.25819105796952,Changeup,0-0
Ball,52.8,1.22041541029445,-1.12083366172222,-1.22041541029445,-1.12083366172222,Changeup,1-0,0,Bot 5,R,R,Cherry,Adams,CSB,UCSD,Ball,52.8,1.22041541029445,-1.12083366172222,Changeup,1-0
Ball,60.1,1.27067025957491,-0.421591760670789,-1.27067025957491,-0.421591760670789,Curveball,2-0,0,Bot 5,R,R,Cherry,Adams,CSB,UCSD,Ball,60.1,1.27067025957491,-0.421591760670789,Curveball,2-0
Ball,62.0,-1.26546606435875,0.246464286499178,1.26546606435875,0.246464286499178,Screwball,0-0,0,Bot 5,L,R,Harrison,Adams,CSB,UCSD,Ball,62.0,-1.26546606435875,0.246464286499178,Screwball,0-0
S,62.3,-1.90155179007034,-0.82361567408919,1.90155179007034,-0.82361567408919,Screwball,1-0,0,Bot 5,L,R,Harrison,Adams,CSB,UCSD,S,62.3,-1.90155179007034,-0.82361567408919,Screwball,1-0
SL,61.9,-1.49225055964117,-0.797335546091932,1.49225055964117,-0.797335546091932,Screwball,1-1,0,Bot 5,L,R,Harrison,Adams,CSB,UCSD,SL,61.9,-1.49225055964117,-0.797335546091932,Screwball,1-1
S,60.8,-1.21533126997075,0.0337135502441086,1.21533126997075,0.0337135502441086,Screwball,1-2,0,Bot 5,L,R,Harrison,Adams,CSB,UCSD,S,60.8,-1.21533126997075,0.0337135502441086,Screwball,1-2
S,61.5,-1.18587814384029,0.205223303992087,1.18587814384029,0.205223303992087,Screwball,1-2,0,Bot 5,L,R,Harrison,Adams,CSB,UCSD,S,61.5,-1.18587814384029,0.205223303992087,Screwball,1-2
S,62.0,-1.274498968209,0.162325812267161,1.274498968209,0.162325812267161,Screwball,1-2,0,Bot 5,L,R,Harrison,Adams,CSB,UCSD,S,62.0,-1.274498968209,0.162325812267161,Screwball,1-2
Ball,51.0,1.26951964102006,-0.432236708450407,-1.26951964102006,-0.432236708450407,Changeup,0-0,1,Bot 5,R,R,Molina,Adams,CSB,UCSD,Ball,51.0,1.26951964102006,-0.432236708450407,Changeup,0-0
Ball,60.3,1.25320998563035,-0.573284813292733,-1.25320998563035,-0.573284813292733,Curveball,1-0,1,Bot 5,R,R,Molina,Adams,CSB,UCSD,Ball,60.3,1.25320998563035,-0.573284813292733,Curveball,1-0
Ball,62.2,1.27748332079868,-0.493294556283771,-1.27748332079868,-0.493294556283771,Curveball,2-0,1,Bot 5,R,R,Molina,Adams,CSB,UCSD,Ball,62.2,1.27748332079868,-0.493294556283771,Curveball,2-0
Ball,61.8,0.957133111255384,-1.56742868186091,-0.957133111255384,-1.56742868186091,Dropball,3-0,1,Bot 5,R,R,Molina,Adams,CSB,UCSD,Ball,61.8,0.957133111255384,-1.56742868186091,Dropball,3-0
SL,60.2,0.549379563754242,-0.697107651216592,-0.549379563754242,-0.697107651216592,Curveball,0-0,1,Bot 5,R,R,Steffany,Adams,CSB,UCSD,SL,60.2,0.549379563754242,-0.697107651216592,Curveball,0-0
Ball,52.1,1.52738079460258,-0.911169674929604,-1.52738079460258,-0.911169674929604,Changeup,0-1,1,Bot 5,R,R,Steffany,Adams,CSB,UCSD,Ball,52.1,1.52738079460258,-0.911169674929604,Changeup,0-1
B,60.9,0.0944482537610089,-0.638025968583105,-0.0944482537610089,-0.638025968583105,Curveball,1-1,1,Bot 5,R,R,Steffany,Adams,CSB,UCSD,B,60.9,0.0944482537610089,-0.638025968583105,Curveball,1-1
S,59.8,-0.831028586960681,0.227427227992075,0.831028586960681,0.227427227992075,Screwball,0-0,1,Bot 5,L,R,Yahya,Adams,CSB,UCSD,S,59.8,-0.831028586960681,0.227427227992075,Screwball,0-0
S,62.1,-1.21081055645917,0.160527211524762,1.21081055645917,0.160527211524762,Screwball,0-1,1,Bot 5,L,R,Yahya,Adams,CSB,UCSD,S,62.1,-1.21081055645917,0.160527211524762,Screwball,0-1
SL,62.0,-1.78200673963399,-0.273543159217841,1.78200673963399,-0.273543159217841,Screwball,0-2,1,Bot 5,L,R,Yahya,Adams,CSB,UCSD,SL,62.0,-1.78200673963399,-0.273543159217841,Screwball,0-2
Ball,53.0,1.37575105712809,-0.559624797993819,-1.37575105712809,-0.559624797993819,Changeup,0-0,2,Bot 5,R,R,Castro,Adams,CSB,UCSD,Ball,53.0,1.37575105712809,-0.559624797993819,Changeup,0-0
S,59.6,-0.677205727965156,-0.0470542441540714,0.677205727965156,-0.0470542441540714,Fastball,1-0,2,Bot 5,R,R,Castro,Adams,CSB,UCSD,S,59.6,-0.677205727965156,-0.0470542441540714,Fastball,1-0
S,61.2,-0.801018514198168,-0.010341482596062,0.801018514198168,-0.010341482596062,Screwball,1-1,2,Bot 5,R,R,Castro,Adams,CSB,UCSD,S,61.2,-0.801018514198168,-0.010341482596062,Screwball,1-1
B,62.1,0.335239130309366,-0.483824869124131,-0.335239130309366,-0.483824869124131,Curveball,1-2,2,Bot 5,R,R,Castro,Adams,CSB,UCSD,B,62.1,0.335239130309366,-0.483824869124131,Curveball,1-2
S,60.4,-0.111281648265701,1.29938220234958,0.111281648265701,1.29938220234958,Fastball,0-0,0,Bot 1,R,R,Molina-Villareal,Caldwell,CSB,UCSD,S,60.4,-0.111281648265701,1.29938220234958,Fastball,0-0
S,59.8,-0.946834467291563,1.11109174045242,0.946834467291563,1.11109174045242,Fastball,0-1,0,Bot 1,R,R,Molina-Villareal,Caldwell,CSB,UCSD,S,59.8,-0.946834467291563,1.11109174045242,Fastball,0-1
S,60.9,0.0611638644986561,0.501802070723175,-0.0611638644986561,0.501802070723175,Screwball,0-2,0,Bot 1,R,R,Molina-Villareal,Caldwell,CSB,UCSD,S,60.9,0.0611638644986561,0.501802070723175,Screwball,0-2
Ball,60.6,1.47741563677289,1.21513628237734,-1.47741563677289,1.21513628237734,Riseball,0-2,0,Bot 1,R,R,Molina-Villareal,Caldwell,CSB,UCSD,Ball,60.6,1.47741563677289,1.21513628237734,Riseball,0-2
S,59.9,0.656966416341729,1.09858212633076,-0.656966416341729,1.09858212633076,Fastball,1-2,0,Bot 1,R,R,Molina-Villareal,Caldwell,CSB,UCSD,S,59.9,0.656966416341729,1.09858212633076,Fastball,1-2
SL,62.2,0.532824338862088,0.60140089701703,-0.532824338862088,0.60140089701703,Curveball,0-0,1,Bot 1,R,R,Johnson,Caldwell,CSB,UCSD,SL,62.2,0.532824338862088,0.60140089701703,Curveball,0-0
SL,61.4,0.251928399705738,0.743356188645296,-0.251928399705738,0.743356188645296,Curveball,0-1,1,Bot 1,R,R,Johnson,Caldwell,CSB,UCSD,SL,61.4,0.251928399705738,0.743356188645296,Curveball,0-1
Ball,62.4,1.02743688148514,1.5095144353001,-1.02743688148514,1.5095144353001,Riseball,0-2,1,Bot 1,R,R,Johnson,Caldwell,CSB,UCSD,Ball,62.4,1.02743688148514,1.5095144353001,Riseball,0-2
SL,61.3,0.698611263823411,0.580356678841717,-0.698611263823411,0.580356678841717,Curveball,1-2,1,Bot 1,R,R,Johnson,Caldwell,CSB,UCSD,SL,61.3,0.698611263823411,0.580356678841717,Curveball,1-2
Ball,61.4,1.27868069773313,1.51317809694537,-1.27868069773313,1.51317809694537,Riseball,0-0,2,Bot 1,R,R,Garcia,Caldwell,CSB,UCSD,Ball,61.4,1.27868069773313,1.51317809694537,Riseball,0-0
Ball,62.0,0.939062139499604,1.45313340650873,-0.939062139499604,1.45313340650873,Riseball,1-0,2,Bot 1,R,R,Garcia,Caldwell,CSB,UCSD,Ball,62.0,0.939062139499604,1.45313340650873,Riseball,1-0
S,61.1,0.282398540334568,1.21996037945495,-0.282398540334568,1.21996037945495,Fastball,2-0,2,Bot 1,R,R,Garcia,Caldwell,CSB,UCSD,S,61.1,0.282398540334568,1.21996037945495,Fastball,2-0
SL,60.9,0.543605544631293,0.439753715442778,-0.543605544631293,0.439753715442778,Curveball,2-1,2,Bot 1,R,R,Garcia,Caldwell,CSB,UCSD,SL,60.9,0.543605544631293,0.439753715442778,Curveball,2-1
Ball,61.8,1.38752654590471,-1.40068946933382,-1.38752654590471,-1.40068946933382,Dropball,2-2,2,Bot 1,R,R,Garcia,Caldwell,CSB,UCSD,Ball,61.8,1.38752654590471,-1.40068946933382,Dropball,2-2
S,61.3,0.0055283068998437,1.13795836428984,-0.0055283068998437,1.13795836428984,Riseball,3-2,2,Bot 1,R,R,Garcia,Caldwell,CSB,UCSD,S,61.3,0.0055283068998437,1.13795836428984,Riseball,3-2
S,61.3,0.217008298637165,1.11434408520889,-0.217008298637165,1.11434408520889,Fastball,3-2,2,Bot 1,R,R,Garcia,Caldwell,CSB,UCSD,S,61.3,0.217008298637165,1.11434408520889,Fastball,3-2
S,61.1,-0.0447533063346952,0.957892546983807,0.0447533063346952,0.957892546983807,Screwball,3-2,2,Bot 1,R,R,Garcia,Caldwell,CSB,UCSD,S,61.1,-0.0447533063346952,0.957892546983807,Screwball,3-2
B,61.6,-0.313479770887335,0.920023528212741,0.313479770887335,0.920023528212741,Screwball,3-2,2,Bot 1,R,R,Garcia,Caldwell,CSB,UCSD,B,61.6,-0.313479770887335,0.920023528212741,Screwball,3-2
B,61.2,-0.18494466924072,1.11525468731844,0.18494466924072,1.11525468731844,Riseball,0-0,0,Bot 2,R,R,Munsey,Caldwell,CSB,UCSD,B,61.2,-0.18494466924072,1.11525468731844,Riseball,0-0
Ball,60.5,1.1261337625546,-0.730177168004757,-1.1261337625546,-0.730177168004757,Curveball,0-0,1,Bot 2,R,R,Fuimaono,Caldwell,CSB,UCSD,Ball,60.5,1.1261337625546,-0.730177168004757,Curveball,0-0
SL,61.0,-0.286829802921919,0.432939660638984,0.286829802921919,0.432939660638984,Screwball,1-0,1,Bot 2,R,R,Fuimaono,Caldwell,CSB,UCSD,SL,61.0,-0.286829802921919,0.432939660638984,Screwball,1-0
S,60.3,-0.757234389010832,0.809027586799991,0.757234389010832,0.809027586799991,Screwball,1-1,1,Bot 2,R,R,Fuimaono,Caldwell,CSB,UCSD,S,60.3,-0.757234389010832,0.809027586799991,Screwball,1-1
B,60.6,0.292496046925076,1.09241434892923,-0.292496046925076,1.09241434892923,Fastball,1-2,1,Bot 2,R,R,Fuimaono,Caldwell,CSB,UCSD,B,60.6,0.292496046925076,1.09241434892923,Fastball,1-2
Ball,60.6,-0.394709606412078,1.16225227486864,0.394709606412078,1.16225227486864,Fastball,0-0,2,Bot 2,R,R,Cherry,Caldwell,CSB,UCSD,Ball,60.6,-0.394709606412078,1.16225227486864,Fastball,0-0
S,59.7,-0.361950433192443,1.18334088764777,0.361950433192443,1.18334088764777,Fastball,1-0,2,Bot 2,R,R,Cherry,Caldwell,CSB,UCSD,S,59.7,-0.361950433192443,1.18334088764777,Fastball,1-0
S,60.3,-0.133745408051468,1.17401370258016,0.133745408051468,1.17401370258016,Riseball,1-1,2,Bot 2,R,R,Cherry,Caldwell,CSB,UCSD,S,60.3,-0.133745408051468,1.17401370258016,Riseball,1-1
Ball,62.4,1.55806279042224,1.52284926556605,-1.55806279042224,1.52284926556605,Riseball,1-2,2,Bot 2,R,R,Cherry,Caldwell,CSB,UCSD,Ball,62.4,1.55806279042224,1.52284926556605,Riseball,1-2
Ball,61.4,1.70220954383302,1.19965114979006,-1.70220954383302,1.19965114979006,Riseball,2-2,2,Bot 2,R,R,Cherry,Caldwell,CSB,UCSD,Ball,61.4,1.70220954383302,1.19965114979006,Riseball,2-2
Ball,60.3,1.56408385694485,1.44492031867247,-1.56408385694485,1.44492031867247,Riseball,3-2,2,Bot 2,R,R,Cherry,Caldwell,CSB,UCSD,Ball,60.3,1.56408385694485,1.44492031867247,Riseball,3-2
SL,61.5,0.656803743422086,0.52507897569776,-0.656803743422086,0.52507897569776,Curveball,0-0,2,Bot 2,R,R,Castro,Caldwell,CSB,UCSD,SL,61.5,0.656803743422086,0.52507897569776,Curveball,0-0
S,62.2,-0.714950663947857,1.30423529963702,0.714950663947857,1.30423529963702,Riseball,0-1,2,Bot 2,R,R,Castro,Caldwell,CSB,UCSD,S,62.2,-0.714950663947857,1.30423529963702,Riseball,0-1
Ball,62.1,2.02754550000688,1.24518706886971,-2.02754550000688,1.24518706886971,Riseball,0-2,2,Bot 2,R,R,Castro,Caldwell,CSB,UCSD,Ball,62.1,2.02754550000688,1.24518706886971,Riseball,0-2
S,60.5,-0.0596211692512552,0.969262669997106,0.0596211692512552,0.969262669997106,Screwball,1-2,2,Bot 2,R,R,Castro,Caldwell,CSB,UCSD,S,60.5,-0.0596211692512552,0.969262669997106,Screwball,1-2
Ball,60.5,0.510297662826118,1.27357316343913,-0.510297662826118,1.27357316343913,Fastball,0-0,0,Bot 3,R,R,Molina,Caldwell,CSB,UCSD,Ball,60.5,0.510297662826118,1.27357316343913,Fastball,0-0
SL,61.8,-0.0224126489605872,0.594933265316746,0.0224126489605872,0.594933265316746,Screwball,1-0,0,Bot 3,R,R,Molina,Caldwell,CSB,UCSD,SL,61.8,-0.0224126489605872,0.594933265316746,Screwball,1-0
SL,61.6,0.463582358316639,0.407636132516625,-0.463582358316639,0.407636132516625,Curveball,1-1,0,Bot 3,R,R,Molina,Caldwell,CSB,UCSD,SL,61.6,0.463582358316639,0.407636132516625,Curveball,1-1
S,61.8,-0.0763877133788426,0.929380564772368,0.0763877133788426,0.929380564772368,Screwball,1-2,0,Bot 3,R,R,Molina,Caldwell,CSB,UCSD,S,61.8,-0.0763877133788426,0.929380564772368,Screwball,1-2
B,60.9,0.276414112885471,0.952266988119148,-0.276414112885471,0.952266988119148,Fastball,1-2,0,Bot 3,R,R,Molina,Caldwell,CSB,UCSD,B,60.9,0.276414112885471,0.952266988119148,Fastball,1-2
Ball,61.6,1.14430348346993,1.37458302597914,-1.14430348346993,1.37458302597914,Riseball,0-0,0,Bot 3,R,R,Narvaiz,Caldwell,CSB,UCSD,Ball,61.6,1.14430348346993,1.37458302597914,Riseball,0-0
Ball,60.0,1.40925838081823,1.18131362542643,-1.40925838081823,1.18131362542643,Riseball,1-0,0,Bot 3,R,R,Narvaiz,Caldwell,CSB,UCSD,Ball,60.0,1.40925838081823,1.18131362542643,Riseball,1-0
S,62.5,-0.799399170735446,0.510293279376646,0.799399170735446,0.510293279376646,Screwball,2-0,0,Bot 3,R,R,Narvaiz,Caldwell,CSB,UCSD,S,62.5,-0.799399170735446,0.510293279376646,Screwball,2-0
B,61.5,0.28013189153296,0.910067582080821,-0.28013189153296,0.910067582080821,Fastball,2-1,0,Bot 3,R,R,Narvaiz,Caldwell,CSB,UCSD,B,61.5,0.28013189153296,0.910067582080821,Fastball,2-1
Ball,61.0,1.49462961225661,0.741048744159403,-1.49462961225661,0.741048744159403,Curveball,0-0,1,Bot 3,R,R,Molina-Villareal,Caldwell,CSB,UCSD,Ball,61.0,1.49462961225661,0.741048744159403,Curveball,0-0
B,61.0,-0.033335920176945,1.09344459294522,0.033335920176945,1.09344459294522,Fastball,1-0,1,Bot 3,R,R,Molina-Villareal,Caldwell,CSB,UCSD,B,61.0,-0.033335920176945,1.09344459294522,Fastball,1-0
Ball,60.4,1.6348711575716,1.43385290184108,-1.6348711575716,1.43385290184108,Riseball,0-0,2,Bot 3,R,R,Garcia,Caldwell,CSB,UCSD,Ball,60.4,1.6348711575716,1.43385290184108,Riseball,0-0
Ball,61.5,1.72793042118461,1.45468429868921,-1.72793042118461,1.45468429868921,Riseball,1-0,2,Bot 3,R,R,Garcia,Caldwell,CSB,UCSD,Ball,61.5,1.72793042118461,1.45468429868921,Riseball,1-0
S,60.5,0.0523097579333319,1.21717041408551,-0.0523097579333319,1.21717041408551,Fastball,2-0,2,Bot 3,R,R,Garcia,Caldwell,CSB,UCSD,S,60.5,0.0523097579333319,1.21717041408551,Fastball,2-0
S,61.0,0.226496056002165,1.29674336492886,-0.226496056002165,1.29674336492886,Fastball,2-1,2,Bot 3,R,R,Garcia,Caldwell,CSB,UCSD,S,61.0,0.226496056002165,1.29674336492886,Fastball,2-1
S,60.3,0.712982572963013,-0.110856273801289,-0.712982572963013,-0.110856273801289,Curveball,2-2,2,Bot 3,R,R,Garcia,Caldwell,CSB,UCSD,S,60.3,0.712982572963013,-0.110856273801289,Curveball,2-2
Ball,61.6,1.14790612987979,1.4271067574744,-1.14790612987979,1.4271067574744,Riseball,0-0,0,Bot 4,R,R,Munsey,Caldwell,CSB,UCSD,Ball,61.6,1.14790612987979,1.4271067574744,Riseball,0-0
Ball,61.5,1.21426101528356,1.47862933646545,-1.21426101528356,1.47862933646545,Riseball,1-0,0,Bot 4,R,R,Munsey,Caldwell,CSB,UCSD,Ball,61.5,1.21426101528356,1.47862933646545,Riseball,1-0
S,60.5,-0.0628034850212701,1.2844560151661,0.0628034850212701,1.2844560151661,Riseball,2-0,0,Bot 4,R,R,Munsey,Caldwell,CSB,UCSD,S,60.5,-0.0628034850212701,1.2844560151661,Riseball,2-0
S,61.8,-0.157254401103254,-0.126907786783891,0.157254401103254,-0.126907786783891,Screwball,2-1,0,Bot 4,R,R,Munsey,Caldwell,CSB,UCSD,S,61.8,-0.157254401103254,-0.126907786783891,Screwball,2-1
S,60.0,0.1960383903583,-0.929732087198195,-0.1960383903583,-0.929732087198195,Dropball,2-2,0,Bot 4,R,R,Munsey,Caldwell,CSB,UCSD,S,60.0,0.1960383903583,-0.929732087198195,Dropball,2-2
S,61.3,-1.40043833103107,0.766602600096389,1.40043833103107,0.766602600096389,Screwball,0-0,1,Bot 4,R,R,Fuimaono,Caldwell,CSB,UCSD,S,61.3,-1.40043833103107,0.766602600096389,Screwball,0-0
Ball,60.9,1.46895624378389,1.36578819055788,-1.46895624378389,1.36578819055788,Riseball,0-1,1,Bot 4,R,R,Fuimaono,Caldwell,CSB,UCSD,Ball,60.9,1.46895624378389,1.36578819055788,Riseball,0-1
B,60.4,-0.0613848635319531,0.104793567501328,0.0613848635319531,0.104793567501328,Screwball,1-1,1,Bot 4,R,R,Fuimaono,Caldwell,CSB,UCSD,B,60.4,-0.0613848635319531,0.104793567501328,Screwball,1-1
S,62.0,-0.854483512416335,0.795367929801379,0.854483512416335,0.795367929801379,Screwball,0-0,1,Bot 4,R,R,Cherry,Caldwell,CSB,UCSD,S,62.0,-0.854483512416335,0.795367929801379,Screwball,0-0
Ball,60.5,-1.19881438054571,-0.660627000860454,1.19881438054571,-0.660627000860454,Screwball,0-1,1,Bot 4,R,R,Cherry,Caldwell,CSB,UCSD,Ball,60.5,-1.19881438054571,-0.660627000860454,Screwball,0-1
Ball,60.5,0.779051330794865,1.28381982235054,-0.779051330794865,1.28381982235054,Fastball,1-1,1,Bot 4,R,R,Cherry,Caldwell,CSB,UCSD,Ball,60.5,0.779051330794865,1.28381982235054,Fastball,1-1
